movie_id,title,genres,year,clean_title,poster_url,overview,tmdb_rating,num_ratings,avg_rating
2318,Happiness (1998),Comedy,1998,Happiness,https://image.tmdb.org/t/p/w500/rYfUcEV88Z3gENrfYTE6i8yBkDr.jpg,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.",7.429,320.0,3.903125
2319,Reach the Rock (1997),Comedy,1997,Reach the Rock,,,,,
2320,Apt Pupil (1998),Drama|Thriller,1998,Apt Pupil,https://image.tmdb.org/t/p/w500/pU3fvfSvrs5pZFdODPCzoLk95Ws.jpg,"One day in 1984, Todd Bowden, a brilliant high school boy fascinated by the history of Nazism, stumbles across an old man whose appearance resembles that of Kurt Dussander, a wanted Nazi war criminal. A month later, Todd decides to knock on his door.",6.536,187.0,3.106951871657754
2321,Pleasantville (1998),Comedy,1998,Pleasantville,https://image.tmdb.org/t/p/w500/m1hhYP6OScjKU5Z9iZaWirSn4I6.jpg,"Geeky teenager David and his popular twin sister, Jennifer, get sucked into the black-and-white world of a 1950s TV sitcom called ""Pleasantville,"" and find a world where everything is peachy keen all the time. But when Jennifer's modern attitude disrupts Pleasantville's peaceful but boring routine, she literally brings color into its life.",7.3,1158.0,3.6968911917098444
2322,Soldier (1998),Action|Adventure|Sci-Fi|Thriller|War,1998,Soldier,https://image.tmdb.org/t/p/w500/rYy5m4nnjdlvB6dyGkP9ELZbUZz.jpg,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.",6.402,290.0,2.9310344827586206
2323,"Cruise, The (1998)",Documentary,1998,"Cruise, The",https://image.tmdb.org/t/p/w500/aTPN6ttUQqkqV6ZT762Ihc8hwKi.jpg,"Affectionate portrait of Timothy ""Speed"" Levitch, a tour guide for Manhattan's Gray Line double-decker buses.",7.3,35.0,3.942857142857143
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,1997,Life Is Beautiful (La Vita è bella),https://image.tmdb.org/t/p/w500/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,8.439,1152.0,4.329861111111111
2325,Orgazmo (1997),Comedy,1997,Orgazmo,https://image.tmdb.org/t/p/w500/irvFBOc33CHsioU6hqcu8ExymEa.jpg,A devout Mormon living in L.A. becomes a pornographic actor after his martial arts moves impress a big-time director.,6.1,119.0,3.134453781512605
2326,Shattered Image (1998),Drama|Thriller,1998,Shattered Image,https://image.tmdb.org/t/p/w500/bvlr7rwFilRQDxXdLVFdSR2M01N.jpg,"Confusing realities surface in this paranoid film dealing with the fragile nature of a young woman recovering from rape and an apparent attempted suicide. In one reality, she is a killer destroyer of men. In another she is the new wife on a Jamaican honeymoon with her husband (William Baldwin), who is trying to help her recover. Which is real is the question as the story unfolds.",4.5,12.0,3.0
2327,Tales from the Darkside: The Movie (1990),Horror,1990,Tales from the Darkside: The Movie,https://image.tmdb.org/t/p/w500/5q8WK4gW45Knxhpb29IVOCbbfI7.jpg,A young boy tells three stories of horror to distract a witch who plans to eat him.,6.178,100.0,2.85
2328,Vampires (1998),Horror,1998,Vampires,https://image.tmdb.org/t/p/w500/4JhaFBPwyC5IM1rKaRR07Gzutse.jpg,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,6.315,173.0,2.8497109826589595
2329,American History X (1998),Drama,1998,American History X,https://image.tmdb.org/t/p/w500/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",8.327,640.0,4.2265625
2330,Hands on a Hard Body (1996),Documentary,1996,Hands on a Hard Body,,,,,
2331,Living Out Loud (1998),Comedy|Romance,1998,Living Out Loud,https://image.tmdb.org/t/p/w500/uegG68vP7leUDQbG8fP4ihgTo0i.jpg,"Judith Moore is suddenly single after discovering her husband of fifteen years, a successful doctor, has been having an affair with a younger woman. Judith stews, plans, plots and fantasizes, but she can't decide what to do with her life until she goes out to a night club to see singer Liz Bailey, who is full of advice on life and love. While out on the town, Judith is suddenly kissed by a total stranger, which opens her eyes to new possibilities... which is when she notices Pat, the elevator operator in her building.",5.8,179.0,3.223463687150838
2332,Belly (1998),Crime|Drama,1998,Belly,https://image.tmdb.org/t/p/w500/i4QhjdZXxdOpKOhc9kh4qqWjRWr.jpg,"Tommy Bundy and Sincere are best friends as well as infamous and ruthless criminals and shot-callers in the hood. Respected by many but feared by all.  As the police are closing in on them and new players are looking for a come up, will their reign last?",6.06,8.0,3.25
2333,Gods and Monsters (1998),Drama,1998,Gods and Monsters,https://image.tmdb.org/t/p/w500/awvJH3NtXoStsjAtXKr99hfuVaG.jpg,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",6.922,578.0,3.8131487889273354
2334,"Siege, The (1998)",Action|Thriller,1998,"Siege, The",https://image.tmdb.org/t/p/w500/gbeeWu8rYaIYMyq9ayN1AepjNxP.jpg,"The secret US abduction of a suspected terrorist from his Middle East homeland leads to a wave of terrorist attacks in New York.  An FBI senior agent and his team attempt to locate and decommission the enemy cells, but must also deal with an Army General gone rogue and a female CIA agent of uncertain loyalties.",6.294,386.0,3.1243523316062176
2335,"Waterboy, The (1998)",Comedy,1998,"Waterboy, The",https://image.tmdb.org/t/p/w500/miT42qWYC4D0n2mXNzJ9VfhheWW.jpg,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,6.049,420.0,2.926190476190476
2336,Elizabeth (1998),Drama,1998,Elizabeth,https://image.tmdb.org/t/p/w500/qEk48VLOdibXFVIEzE9ETZUBcCs.jpg,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",7.168,938.0,4.029850746268656
2337,Velvet Goldmine (1998),Drama,1998,Velvet Goldmine,https://image.tmdb.org/t/p/w500/bsuSac0PldPFcOtR1Vioe7VBF4l.jpg,"Almost a decade since larger-than-life glam-rock enigma Brian Slade disappeared from public eye, an investigative journalist is on assignment to uncover the truth behind his former idol.",6.9,126.0,3.2063492063492065
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller,1998,I Still Know What You Did Last Summer,https://image.tmdb.org/t/p/w500/eg3d6hvTaOmW3lNErFfutBmWmAR.jpg,"Ever since killing the Fisherman one year ago, Julie James is still haunted by images of him after her. When her best friend Karla wins free tickets to the Bahamas, Julie finds this a perfect opportunity to finally relax. But someone is waiting for her. Someone who she thought was dead. Someone who is out again for revenge.",5.4,295.0,2.2033898305084745
2339,I'll Be Home For Christmas (1998),Comedy|Romance,1998,I'll Be Home For Christmas,https://image.tmdb.org/t/p/w500/9hTYFvEDnajUIbpdfc3fO6bZq2Y.jpg,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",5.975,27.0,2.925925925925926
2340,Meet Joe Black (1998),Romance,1998,Meet Joe Black,https://image.tmdb.org/t/p/w500/fDPAjvfPMomkKF7cMRmL5Anak61.jpg,"Bill Parrish has it all - success, wealth and power. Days before his 65th birthday, he receives a visit from a mysterious stranger, Joe Black, who soon reveals himself as Death. In exchange for extra time, Bill agrees to serve as Joe's earthly guide. But will he regret his choice when Joe unexpectedly falls in love with Bill's beautiful daughter Susan?",7.356,344.0,3.252906976744186
2341,Dancing at Lughnasa (1998),Drama,1998,Dancing at Lughnasa,https://image.tmdb.org/t/p/w500/6Rtf82SgyvN6QxtgHL3cmgIo1Lo.jpg,Five unmarried sisters make the most of their simple existence in rural Ireland in the 1930s.,5.9,44.0,3.272727272727273
2342,Hard Core Logo (1996),Comedy,1996,Hard Core Logo,https://image.tmdb.org/t/p/w500/xE6BqwOxHjjFniKXsW1Zg4F04RC.jpg,"Bruce Macdonald follows punk bank Hard Core Logo on a harrowing last-gasp reunion tour throughout Western Canada. As magnetic lead-singer Joe Dick holds the whole magilla together through sheer force of will, all the tensions and pitfalls of life on the road come bubbling to the surface.",6.5,11.0,3.727272727272727
2343,"Naked Man, The (1998)",Drama,1998,"Naked Man, The",https://image.tmdb.org/t/p/w500/g1hMexipfLuNvRNJAFSffCsNUmJ.jpg,A man takes matters into his own hands when a pharmaceutical kingpin moves into his town to cause some real trouble.,3.9,2.0,2.0
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller,1985,Runaway Train,https://image.tmdb.org/t/p/w500/yEvMuhIdwPhhEtikAihxUTM1u75.jpg,A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.,7.0,201.0,3.4228855721393034
2345,Desert Bloom (1986),Drama,1986,Desert Bloom,https://image.tmdb.org/t/p/w500/eOBhDCSoC9F10DlBj8Bis6odG5v.jpg,"The story involves Rose Chismore's youth. She flashes back and remembers her coming-of-age. Her recollections are sometimes less than sweet, particularly those of her troubled and alcoholic step-father. Her memories of Robin, her first-love, are much happier and she also recalls her colorful Aunt Starr -- who's visit is fun but also detrimental to her family's health. The setting of 1950s Las Vegas' bomb testing is increasingly significant to the development of the story.",5.5,43.0,3.372093023255814
2346,"Stepford Wives, The (1975)",Sci-Fi|Thriller,1975,"Stepford Wives, The",https://image.tmdb.org/t/p/w500/5z1ogJJmQkCoU62VJmut4nnc2qs.jpg,"Joanna Eberhart comes to the town of Stepford, Connecticut with her family, but soon discovers there lies a sinister truth in the all too perfect behavior of the female residents.",6.7,300.0,3.3066666666666666
2347,"Pope of Greenwich Village, The (1984)",Action,1984,"Pope of Greenwich Village, The",https://image.tmdb.org/t/p/w500/5U0HNeGoJVK3xic7hK9lz89Ki9i.jpg,"Charlie and his troublesome cousin Paulie decide to steal $150000 in order to back a ""sure thing"" race horse that Paulie has inside information on. The aftermath of the robbery gets them into serious trouble with the local Mafia boss and the corrupt New York City police department.",6.4,95.0,3.736842105263158
2348,Sid and Nancy (1986),Drama,1986,Sid and Nancy,https://image.tmdb.org/t/p/w500/wHzCbMCfipDJ38GW5IyBTWDflMz.jpg,"January 1978. After their success in England, the punk rock band Sex Pistols venture out on their tour of the southern United States. Temperamental bassist Sid Vicious is forced by his band mates to travel without his troubled girlfriend, Nancy Spungen, who will meet him in New York. When the band breaks up and Sid begins his solo career in a hostile city, the turbulent couple definitely falls into the depths of drug addiction.",6.748,304.0,3.5526315789473686
2349,Mona Lisa (1986),Comedy|Thriller,1986,Mona Lisa,https://image.tmdb.org/t/p/w500/geBGfbhkgKHld8rM9XuLfzPGZ6I.jpg,"George is a small-time crook just out of prison who discovers his tough-guy image is out of date. Reduced to working as a minder/driver for high class call girl Simone, he has to agree when she asks him to find a young colleague from her King's Cross days. That's when George's troubles just start.",6.894,167.0,3.6107784431137726
2350,Heart Condition (1990),Comedy,1990,Heart Condition,https://image.tmdb.org/t/p/w500/2ApuvU24UEBlWeBiQGRyyOYFeqe.jpg,"Racist police officer Jack Moony has a vendetta against Napoleon Stone, a charismatic black lawyer who is sleeping with Jack's old flame Crystal Gerrity. Jack has a heart attack, but his life is saved when he receives Stone's heart, since Stone died mysteriously the same night as Jack was stricken. Stone is not completely gone, however, and as a ghost he is all too happy to give Jack advice on how he should do his job and live his life.",5.581,19.0,2.789473684210526
2351,Nights of Cabiria (Le Notti di Cabiria) (1957),Drama,1957,Nights of Cabiria (Le Notti di Cabiria),https://image.tmdb.org/t/p/w500/xF4oCG3PLNbcrtPZbqB3BtkIbKg.jpg,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.",8.0,111.0,4.207207207207207
2352,"Big Chill, The (1983)",Comedy|Drama,1983,"Big Chill, The",https://image.tmdb.org/t/p/w500/rU8kjMEL5Mn0EWm3gOShPHBEZ4l.jpg,Seven old college friends gather for a weekend reunion after the funeral of one of their own.,6.837,838.0,3.8747016706443915
2353,Enemy of the State (1998),Action|Thriller,1998,Enemy of the State,https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,"When the videotape of the murder of a congressman unknowingly ends up in the hands of labor lawyer and dedicated family man Robert Clayton Dean, he is framed for the murder. With the help of the mysterious Brill, Dean attempts to throw the NSA off his trail and prove his innocence.",7.058,988.0,3.687246963562753
2354,"Rugrats Movie, The (1998)",Animation|Children's|Comedy,1998,"Rugrats Movie, The",https://image.tmdb.org/t/p/w500/uZejGKCSd6nwfMx8U0Td37U2fTc.jpg,"The Pickles family welcome a new arrival, Dil, whose constant crying and need for attention quickly exhaust the other toddlers. Seeking to return the ""broken"" baby to the hospital, the gang embarks on a journey in a Reptar Wagon that inadvertently veers off course, leaving them stranded in a vast, dangerous forest. While facing off against escaped circus monkeys and a predatory wolf, Tommy must overcome his own resentment to protect his brother and make it back home.",6.2,141.0,2.780141843971631
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,1998,"Bug's Life, A",https://image.tmdb.org/t/p/w500/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",6.974,1703.0,3.854374633000587
2356,Celebrity (1998),Comedy,1998,Celebrity,https://image.tmdb.org/t/p/w500/q4UJHtH14nO8tbMfGtJ3Z3Tw5RW.jpg,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",5.985,96.0,2.8958333333333335
2357,Central Station (Central do Brasil) (1998),Drama,1998,Central Station (Central do Brasil),https://image.tmdb.org/t/p/w500/zJvp7XjQ2LhPbDVYhFXyucs40vR.jpg,"An emotional journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",8.134,215.0,4.283720930232558
2358,Savior (1998),Drama,1998,Savior,https://image.tmdb.org/t/p/w500/7qMfDjUTEvLg5640CUAddk2BNpG.jpg,A hardened mercenary in the Foreign Legion begins to find his own humanity when confronted with atrocities during the fighting in Bosnia.,7.2,4.0,4.0
2359,Waking Ned Devine (1998),Comedy,1998,Waking Ned Devine,https://image.tmdb.org/t/p/w500/bsxiOOKC40HlhdIJYCUE2BkpJv0.jpg,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",7.06,703.0,3.879089615931721
2360,"Celebration, The (Festen) (1998)",Drama,1998,"Celebration, The (Festen)",https://image.tmdb.org/t/p/w500/2LRzNq41yrY8EjCnD1S8sCCPvKk.jpg,"The family of a wealthy businessman gather to celebrate his 60th birthday. During the course of the party, his eldest son presents a speech that reveals a devastating secret that turns the night into a battle of truth and denial.",7.7,117.0,4.3076923076923075
2361,Pink Flamingos (1972),Comedy,1972,Pink Flamingos,https://image.tmdb.org/t/p/w500/10N8SvTQwUqyWgocPam1P18Jgr.jpg,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",6.2,158.0,3.240506329113924
2362,Glen or Glenda (1953),Drama,1953,Glen or Glenda,https://image.tmdb.org/t/p/w500/uZir2hA6VOmVNS6JdKb6RiYghTA.jpg,"Glen doesn't dare tell his fiancée Barbara that he is a transvestite; in addition, Alan is undergoing medical treatment to become a woman named Anne; both stories are told by a psychiatrist.",4.6,53.0,2.849056603773585
2363,Godzilla (Gojira) (1954),Action|Sci-Fi,1954,Godzilla (Gojira),https://image.tmdb.org/t/p/w500/2W0Yw0qrgVMgdsSCZRKtfvaAh0i.jpg,"Japan is thrown into a panic after several ships are sunk near Odo Island. An expedition to the island led by Dr. Kyohei Yamane soon discover something far more devastating than imagined in the form of a 50 meter tall monster whom the natives call Gojira. Now the monster begins a rampage that threatens to destroy not only Japan, but the rest of the world as well.",7.634,301.0,3.318936877076412
2364,Godzilla (Gojira) (1984),Action|Sci-Fi,1984,Godzilla (Gojira),https://image.tmdb.org/t/p/w500/j6jPBig1P30VZmFTZJdLzFk3hrL.jpg,"After a fishing boat is attacked, the sole surviving crew member realizes it is none other than a resurrected Godzilla. However, efforts to bring the story to light are suppressed by the Japanese government amid growing political tensions between the United States and the Soviet Union, who are both willing to bomb Japan to stop the monster.",7.2,121.0,2.7768595041322315
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1962,King Kong vs. Godzilla (Kingukongu tai Gojira),,,,,
2366,King Kong (1933),Action|Adventure|Horror,1933,King Kong,https://image.tmdb.org/t/p/w500/lHlnxKL5GbgRibyRFI7n1Ey850i.jpg,"Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world.",7.6,756.0,3.6560846560846563
2367,King Kong (1976),Action|Adventure|Horror,1976,King Kong,https://image.tmdb.org/t/p/w500/paYKhEwUaxKA05vmOfU7FlleTln.jpg,An oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.,6.3,309.0,2.7572815533980584
2368,King Kong Lives (1986),Action|Adventure|Horror,1986,King Kong Lives,https://image.tmdb.org/t/p/w500/gI37vg2otF348OHxsx97hWCVvNI.jpg,"After falling from the Twin Towers, Kong lies in a coma for ten years. When his heart begins to fail, scientists engineer an artificial heart, and a giant female ape is captured to serve as a source for a blood transfusion. When Kong awakens following his heart transplant, he senses the nearby presence of the female ape and the two escape to wreak havoc together.",5.215,58.0,1.6896551724137931
2369,Desperately Seeking Susan (1985),Comedy|Romance,1985,Desperately Seeking Susan,https://image.tmdb.org/t/p/w500/ighImRgzYzZ88skBHaT4B7ntJG8.jpg,A bored New Jersey suburban housewife's fascination with a free-spirited woman she has read about in the personal columns leads to her being mistaken for the woman herself and into a chaotic adventure of amnesia and self-discovery.,6.1,840.0,2.954761904761905
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama,1985,"Emerald Forest, The",https://image.tmdb.org/t/p/w500/fdRlqPnPFaPyQqS3KiBLJwWQPBe.jpg,"For ten years, engineer Bill Markham has searched tirelessly for his son Tommy who disappeared from the edge of the Brazilian rainforest. Miraculously, he finds the boy living among the reclusive Amazon tribe who adopted him. And that's when Bill's adventure truly begins. For his son is now a grown tribesman who moves skillfully through this beautiful-but-dangerous terrain, fearful only of those who would exploit it. And as Bill attempts to ""rescue"" him from the savagery of the untamed jungle, Tommy challenges Bill's idea of true civilization and his notions about who needs rescuing.",6.636,142.0,3.5140845070422535
2371,Fletch (1985),Comedy,1985,Fletch,https://image.tmdb.org/t/p/w500/nKDnMvVynvj7lwdv1iAZO1DzTYn.jpg,"When investigative reporter Irwin ""Fletch"" Fletcher goes undercover to write a piece on the drug trade at a local beach, he's approached by wealthy businessman Alan Stanwyk, who offers him $50,000 to murder him. With sarcastic wit and a knack for disguises, Fletch sets out to uncover Stanwyk's story.",6.7,599.0,3.5943238731218696
2372,Fletch Lives (1989),Comedy,1989,Fletch Lives,https://image.tmdb.org/t/p/w500/A30iCFQVKXvQzGHEE4hyVC0QtrD.jpg,"Fletch is a fish out of water in small-town Louisiana, where he's checking out a tumbledown mansion he's inherited. When a woman he flirts with turns up dead, he becomes a suspect and must find the killer and clear his name.",6.036,238.0,2.966386554621849
2373,Red Sonja (1985),Action|Adventure,1985,Red Sonja,https://image.tmdb.org/t/p/w500/83v0W5cCSFsWpI0cAj8DRlihySN.jpg,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",5.363,189.0,2.4814814814814814
2374,Gung Ho (1986),Comedy|Drama,1986,Gung Ho,https://image.tmdb.org/t/p/w500/sxnlQEb8dugTFK2KyFrq3iv3bHn.jpg,"When a western Pennsylvania auto plant is acquired by a Japanese company, brokering auto worker Hunt Stevenson faces the tricky challenge of mediating the assimilation of two clashing corporate cultures. At one end is the Japanese plant manager and the sycophant who is angling for his position. At the other, a number of disgruntled long-time union members struggle with the new exigencies of Japanese quality control.",6.043,244.0,2.930327868852459
2375,"Money Pit, The (1986)",Comedy,1986,"Money Pit, The",https://image.tmdb.org/t/p/w500/bohhidIi1WWU5NNYF9l5wLQu3Ii.jpg,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit.",6.507,418.0,2.8923444976076556
2376,"View to a Kill, A (1985)",Action,1985,"View to a Kill, A",https://image.tmdb.org/t/p/w500/arJF829RP9cYvh0NU70dC5TtXSa.jpg,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.,6.247,325.0,3.267692307692308
2377,Lifeforce (1985),Horror|Sci-Fi,1985,Lifeforce,https://image.tmdb.org/t/p/w500/AeLmyhJNQd2BMFGER36ctAeDhIp.jpg,"A race of space vampires arrives in London and infects the populace, commencing an apocalyptic descent into chaos.",6.238,183.0,2.9453551912568305
2378,Police Academy (1984),Comedy,1984,Police Academy,https://image.tmdb.org/t/p/w500/qxUkWoFI7rF1KUgTgbE3UJEQuvG.jpg,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",6.697,413.0,2.997578692493947
2379,Police Academy 2: Their First Assignment (1985),Comedy,1985,Police Academy 2: Their First Assignment,https://image.tmdb.org/t/p/w500/cIyvBInW2aGms0zyV9Pgwp9UPJ4.jpg,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",6.08,225.0,2.3866666666666667
2380,Police Academy 3: Back in Training (1986),Comedy,1986,Police Academy 3: Back in Training,https://image.tmdb.org/t/p/w500/pBxGgWSR0CMaCVMA2kQS5MWU1z3.jpg,"When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected...",5.8,196.0,2.0306122448979593
2381,Police Academy 4: Citizens on Patrol (1987),Comedy,1987,Police Academy 4: Citizens on Patrol,https://image.tmdb.org/t/p/w500/vvk5aWBJE3EqDX2ln6M4J4UiUXr.jpg,"A new batch of recruits arrives at Police Academy, this time a group of civilian volunteers who have joined Commandant Lassard's new Citizens on Patrol program. Although the community relations project has strong governmental support, a disgusted Captain Harris is determined to see it fail.",5.511,174.0,1.9137931034482758
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy,1988,Police Academy 5: Assignment: Miami Beach,https://image.tmdb.org/t/p/w500/4m1qfTiVxdEDv0fgUf0FI7CA9Fe.jpg,The Police Academy misfits travel to Miami Beach for Commandant Lassard to be honored with a prestigious lifetime award pending his retirement. Things take a turn when Lassard unknowingly ends up in possession of stolen diamonds from a jewel heist.,5.215,150.0,1.7666666666666666
2383,Police Academy 6: City Under Siege (1989),Comedy,1989,Police Academy 6: City Under Siege,https://image.tmdb.org/t/p/w500/g8CRCKNAsvUoQWqcXmctuIt1Nsw.jpg,"Our favourite police men are called together to deal with a gang who rob banks and jewelers. Using their various talents as well as their extraordinary luck, the crooks stand no chance against our men and women in blue.",5.135,149.0,1.657718120805369
2384,Babe: Pig in the City (1998),Children's|Comedy,1998,Babe: Pig in the City,https://image.tmdb.org/t/p/w500/glO6LcTWUZcbxWT2SB4eRDnFSsP.jpg,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",5.7,523.0,3.2906309751434035
2385,Home Fries (1998),Comedy|Romance,1998,Home Fries,https://image.tmdb.org/t/p/w500/rXEpaJIPlBqKq7QepB8uowmeAT2.jpg,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",5.1,146.0,2.5753424657534247
2386,Jerry Springer: Ringmaster (1998),Drama,1998,Jerry Springer: Ringmaster,https://image.tmdb.org/t/p/w500/9QNqeKB4XodrvEiYewOTG9WEka5.jpg,"Jerry Springer stars as more or less himself, the host of a raunchy, controversial and popular Los Angeles talk show which features everyday people with problems and who frequently vent their problems on the air.",4.1,59.0,1.9661016949152543
2387,Very Bad Things (1998),Comedy|Crime,1998,Very Bad Things,https://image.tmdb.org/t/p/w500/rYmyRxF5e9fBdgcQScKu0CUtMy5.jpg,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",6.269,217.0,2.774193548387097
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance,1997,Steam: The Turkish Bath (Hamam),https://image.tmdb.org/t/p/w500/a1c3p8qvTXf3Eue9QNzq1kVG5MM.jpg,Francesco and Marta run a husband-and-wife design company in Rome. When Francesco's aunt dies in Istanbul he travels there to sort out the hamam Turkish steam bath that she left him. He finds a love and warmth in his relatives' Istanbul home that is missing from his life in Italy.,6.6,15.0,3.466666666666667
2389,Psycho (1998),Crime|Horror|Thriller,1998,Psycho,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",8.416,264.0,2.6515151515151514
